x,y,name
-0.9579663,9.852894,[마이리얼트립 키즈] 해외 키즈 교육 프로그램 사업개발 매니저
-1.2337198,9.430284,[마이리얼트립 키즈] 키즈 클래스&액티비티 사업개발 매니저
-2.4100108,12.958054,[마이리얼트립 키즈] 디지털 마케팅 매니저
-1.4665058,2.9319108,Staff Back-end Engineer(EDW/ Data Platform)
0.19980863,6.4071465,Senior Business Analyst (Logistics Data and Analytics)
4.38417,6.021815,Recruiting Business Partner (Non-Tech)
3.7760706,6.1816716,Recruiting Business Partner (Tech)
1.8148624,11.079638,SCM Import Manager
0.8233071,9.463342,SCM Manager (공급관리)
1.1471982,10.229049,SCM Assistant Manager
-0.9713493,8.866562,Category Leader
-2.7099862,5.6391616,Product Owner (커머스 서비스)
-4.283731,6.180039,Senior User Researcher
-1.5337828,5.659848,Product Owner (커머스 플랫폼)
-1.9541605,10.956048,광고 영업 담당자
-2.080402,7.742436,로열티 마케팅 리드
-1.6731322,8.956948,콘텐츠 전략 매니저
-0.23639715,8.441977,Business Development Manager (전략소싱팀)
-1.5551168,11.343658,브랜드 마케터
-5.252957,6.5631127,프로덕트 디자이너 (Product Designer)
-5.906334,5.5154467,시니어 프로덕트 디자이너 (Senior Product Designer)
-2.4285364,11.415211,콘텐츠 매니저 (큐레이션)
-4.040027,6.9420567,Product Owner (콘텐츠)
-6.5982976,5.8474894,Platform Designer
-2.9999762,9.948646,라이프 콘텐츠 매니저
-0.40559435,10.967606,글로벌 소싱 매니저
-0.45523888,11.35807,식품 MD
-0.43413424,10.790668,스포츠(캠핑/홈트) MD
-0.55591476,11.005072,가전 MD
-0.2426509,11.085746,가구 MD
-5.357543,4.6437907,우노뷰티 기획자 Junior
-4.078329,3.2896373,QA Engineer Senior
-5.619891,4.7058387,우노뷰티 기획자 Senior
-0.3029059,5.4401207,Data Analyst (신입)
-0.6794964,5.932302,Data Analyst (2년 이상)
-0.7522732,2.949988,지그재그 커머스플랫폼 백엔드 개발자
-2.4746165,11.8892,지그재그 브랜드 마케터
-1.819294,6.2725873,지그재그 광고 PO
-2.0043602,1.6397927,지그재그 DevOps 엔지니어
-4.241667,4.6425138,지그재그 프로덕트 디자이너
0.38311404,3.3985667,지그재그 광고팀 백엔드 개발자
-2.408327,4.429615,지그재그 유저플랫폼 백엔드 개발자
-0.8019244,4.3740463,지그재그 마케팅 테크 백엔드 개발자
-1.9189678,2.945725,지그재그 상품시스템팀 백엔드 개발자
-1.852954,7.164476,지그재그 고객센터 운영 그룹 리더
-3.4257324,4.677768,지그재그 포스티 PO
-1.0121173,10.800026,카테고리별 글로벌소싱 전문가
-2.7693164,9.610336,출판/클래스 전문 PD
-2.0572927,9.444302,펀딩PD
2.3320224,7.9664807,GA 담당자 (총무)
-3.5816343,12.227875,콘텐츠 마케터 (Content Marketer)
5.040929,7.1878233,HR 리더
0.29995596,2.162008,임베디드 SW 개발자
5.035212,10.455818,재무회계 담당자 (팀장/파트장)
2.8805146,5.262539,HW팀 PM
0.83668065,-1.458784,Frontend 개발
-1.2268312,2.3687224,백엔드개발자(Back-end Developer)
1.1665347,2.6571925,[폴라리스쉐어테크] 블록체인 DApp 개발 (3년 이상)
0.46395668,7.241921,[폴라리스쉐어테크] 블록체인 BD (3년 이상)
-1.764568,-0.7359894,[폴라리스쉐어테크] 블록체인 Back-end 개발 (2년 이상)
4.1459513,7.6209736,HRBP 1-3년차
2.9071033,11.716985,법무 담당자 / 사내 변호사
-1.3617083,5.1865253,Data Labeling Manager (Seoul)
-1.3482172,4.0336695,Data Labeling Reviewer (Pohang)
6.5369062,3.714452,Senior Frontend Engineer (Seoul)
-1.6252159,4.7928734,Data Labeling Manager (Pohang)
-0.35142598,9.62487,상품기획자
-6.4450035,10.129159,콘텐츠 영상 디자이너
6.494863,3.7884998,네트워크/인프라 엔지니어
0.14780128,11.725685,Merchandiser [상품계획팀]
-1.9854172,7.6563516,서비스 고객 매니저 (CS Strategy Manager)
1.0131992,1.2579839,프런트엔드 개발자(Frontend Developer)
-2.1846666,11.545562,마케팅팀 PR 담당자
0.19970106,0.8234031,딥러닝 비전(서비스개발 / 모델개발 및 파이프라인)
-5.3905077,10.50806,영상/이미지 디자이너
-1.1323724,9.510503,유통 및 라이센싱
-0.19553766,0.85195667,추천시스템 API 개발자 (데이터프로덕트팀)
-0.2602393,0.8181357,Java Back-end Engineer (결제/적립금/상품권)
-0.59248424,1.894118,Java Backend Engineer (회원서비스)
-1.5318853,10.807215,교구/선물 제작 MD
2.2647336,7.3885574,이러닝 교육운영 담당
0.31745365,0.22324386,웹 개발
-3.0356684,12.424545,브랜드 마케팅 기획 / BTL기획 / 콘텐츠 기획
-6.350525,9.817561,그래픽/웹 디자이너
-5.281443,8.202496,"BI/BX 디자인, 시각 그래픽 디자이너"
-0.7372657,8.470978,솔루션 유지보수(CS팀/신입)
-1.0086848,8.275992,솔루션 유지보수(CS팀/팀장)
3.2993023,3.6858,자율주행 SW 개발자
2.5637076,10.187922,영업지원/영업관리
2.0236444,8.563974,식품 품질관리 담당
-4.0988507,4.193685,화장품 품질관리 담당
-5.369122,9.97854,컨텐츠 디자이너
-1.4123356,8.174751,솔루션 기획
-4.371503,0.8294328,서버 / 네트워크 운영
-2.4571424,12.8770685,퍼포먼스 마케팅 AE
-3.4579332,12.911374,퍼포먼스 마케팅 AE(중/대형 광고주)
4.3684974,9.426979,급여 / 복무 담당
-2.4542267,11.250889,브랜드 마케팅
-0.6849118,2.9628537,플랫폼팀 데이터 엔지니어
-0.77154976,5.710537,플랫폼팀 데이터 애널리스트
-6.566117,8.488362,[환세취호전] 배경 원화가
0.6002846,2.950639,[바람의나라:연] 클라이언트 프로그래머
-0.32233337,2.8279243,[바람의나라:연] 서버 프로그래머
-7.941139,8.682973,[환세취호전] 이펙터
-0.7071267,3.7554855,[바람의나라:연] 전투콘텐츠 프로그래머
-6.638461,8.002426,[환세취호전] UI 디자이너
-7.2987504,8.35138,[환세취호전] 배경모델러
-0.8290367,4.10917,[환세취호전] 제네럴 기획자
-1.2850653,5.871116,[환세취호전] 밸런스 기획자
-1.7459044,6.2901134,[바람의나라:연] 퀘스트 및 콘텐츠 기획자
-1.1615208,5.0275292,[바람의나라:연] 시스템 기획자
-5.9534707,8.4327755,[바람의나라:연] 도트 환경 디자이너
-5.471759,7.865381,[바람의나라:연] 도트 캐릭터 디자이너
-6.155391,8.192272,[바람의나라:연] 도트 애니메이션 디자이너
0.24050368,11.144369,해외영업
-4.648577,11.209741,영상 PD
0.15381676,11.4488325,온라인 영업관리 (MD)
-3.460901,11.993812,마케팅팀 바이럴마케터
-3.0477073,11.059233,판도라티비 마케팅팀 팀장
0.37372968,5.3872213,코박(Cobak) 서비스 기획자
0.35916406,7.0036154,무비블록(Moviebloc) 기획/운영 담당자
0.4572181,-1.2149029,플레이팀(Play) 프론트앤드 개발자
1.3101318,-1.1566461,코박(Cobak) 프론트앤드 개발자
0.5812038,-1.3590071,무비블록(Moviebloc) 프론트앤드 개발자
3.3258574,3.6631594,KMPlayer MFC 개발자
-1.9989154,1.6119664,코박(Cobak) 백앤드 개발자
-1.12456,-0.252347,플레이팀(Play) 백앤드 개발자
3.957904,6.974909,Senior HRBP (People Manager)
-3.3289533,11.066608,Brand Marketing Manager
-3.8869264,2.1454592,Cloud (Infra) Security
3.267362,4.2948756,Machine Learning Engineer
-1.6930444,12.735872,Service Marketing Manager
2.0979047,3.715185,제품 개발 (팀원급)
0.24078308,8.067621,제품 개발 (팀장급)
-1.4965628,1.7698114,[플랫폼실] 백오피스 엔지니어
-4.228347,2.0472536,[플랫폼실] 정보보안 엔지니어
1.2279851,9.102574,커머스팀 메디마켓 영업 매니저
-4.853598,6.140715,프로덕트 디자이너
2.0041888,7.8691573,운영매니저 (한의원 경영컨설팅)
2.5083585,1.8089948,모바일 개발자 (iOS)
2.2021868,2.2317677,모바일 안드로이드 개발자 (Mobile Engineer)
-0.19842191,5.573208,광고플랫폼 데이터 분석가
-2.5472252,7.25026,광고플랫폼 기획자
1.839602,-0.5161378,React-Native 개발자
-4.344336,3.698805,QA 매니저
1.0477904,1.9839376,안드로이드 엔지니어
1.721211,2.167513,iOS 엔지니어
-2.8824508,1.8238724,데브옵스(DevOps) 엔지니어
-0.5610244,0.4516711,검색개발
-4.533224,7.431905,UI/UX 디자이너(Junior)
-6.534243,6.038352,UI/UX 디자이너(Senior)
0.65685326,3.6669195,[AI Lab] MLOps 엔지니어
1.8902298,4.1089106,[AI Lab] ML Engineer (머신러닝 엔지니어)
0.5136798,13.764553,BTL_오프라인 프로모션 기획
0.46646494,13.4730215,신규 광고 사업 기획/운영
3.2053502,1.3232371,모바일 앱(Flutter) 개발자
2.7073944,1.4570891,iOS개발자
-1.4908607,-0.22885571,JAVA 백앤드 개발자
-3.220326,-0.5925657,DBA
-5.4686613,5.9911656,UX/UI 기획자
-2.6196,7.971877,서비스 기획
-0.8378084,13.331184,CRM 마케팅/PR
-5.672097,7.398696,UX/UI 디자이너
-2.5355966,10.093869,디지털 마케팅
0.046562076,8.521763,금융사업부문 기획/영업 업무지원
-1.7636056,8.339006,영업기획자
-2.172154,2.5810707,[ARGO] Jr. Backend Engineer (Java / Spring)
1.1009228,13.531728,[ARGO] (영업지원) Sales Account Manager
4.527454,7.293674,HRM & Recruiter
3.8850846,5.223007,Mechanical Engineer
3.8488805,4.9629874,Opto-Mechatronics Engineer
1.2004977,8.242192,헬스케어 정책기획
4.877944,7.8971906,인사기획
0.40261805,1.4211664,웹 개발자
-4.0353756,6.012662,"PM/프로덕트 매니저/서비스 기획자/제품 기획자/Web,App UI 설계"
2.1518543,-2.3145027,소프트웨어 프론트엔드(Front-end) 개발자
-3.1344995,2.0603957,SW 기술지원. QA 테스터
-0.33154437,-0.31934702,소프트웨어 백엔드(Back-end) 개발자
1.5852158,2.0111773,함수형 프로그래밍 개발자
-0.28504506,2.188411,화이트박스 QA엔지니어ㅡ대전 근무
-2.822208,6.430963,[키핏] 프로젝트 매니저(PM)
-3.459225,5.4127855,[키핏] 프로덕트 오너(PO)
2.5730643,-1.8696319,디자인/퍼블리셔 개발
-0.046759352,0.6404183,백앤드 개발자
1.1202661,-0.57428646,웹프론트개발자
0.74888223,1.6812375,백엔드 엔지니어 (3년 이상_Java/Kotlin)
-3.4000208,4.864308,프로덕트 오너(PO)
1.9870644,8.717357,해외사업관리
4.362937,7.765904,HR기획
3.9101355,6.216972,Recruiting Business Partner
-1.1561346,0.76359385,Server Developer (Platform)
-2.72807,2.2323136,DevOps Engineer
-4.847734,3.0204716,개인정보보호담당자
-2.2104998,3.4229662,Server Developer (Product)
-0.22099897,4.941383,Data Scientist (데이터 사이언티스트)
-1.5423272,2.9418247,Data Engineer (DW & Mart)
-4.945393,2.116035,Security Engineer (시스템보안 기술 담당)
-0.8955751,4.0556154,Data Engineer
0.15937029,3.6027594,ML Engineer
-1.8679662,2.4933515,Data Engineer (Kafka)
-4.9617815,2.7569172,Information Security Manager (정보보안 정책 담당)
0.39656115,2.7309546,Front-end 엔지니어
0.051896043,1.6690522,Back-end 엔지니어
-4.3087287,11.173516,Marketing Contents Strategist
2.2158365,2.7206721,CUDA 엔지니어 (C++ 최적화 엔지니어)
2.9654458,3.7738209,SLAM 엔지니어
2.9055614,3.24025,Robotics 엔지니어
3.1807191,2.6357214,임베디드 리눅스 application 개발 엔지니어
-2.9211366,0.86911446,DevOps 엔지니어
3.6716542,4.0542645,회로 및 펌웨어 개발 엔지니어
2.1483243,3.6244164,Senior SLAM 엔지니어
2.9875474,3.0894284,임베디드 리눅스 Kernel/Driver 개발 엔지니어
1.7020892,9.221602,품질관리 담당자
0.006819408,12.132952,H&B MD(브랜드영업)
0.1467222,-1.7607785,웹개발
-2.0814774,6.075924,서비스 기획
-1.8533881,4.437216,React Native 개발자
-2.038486,4.853902,프론트엔드 개발자 (신입)
-1.8146126,5.2748375,React Native 개발자 (신입)
-1.1288968,10.0466,서비스 마케팅 담당
1.2678037,9.785088,운송사업(리더급)
0.82484514,4.019455,MLOps Engineer
-1.1500266,2.2633545,Front-end 개발자
-2.8880348,2.4094589,DevOps Engineer
-3.7261386,7.6855145,삼성자산운용 웹플랫폼 운영 기획
-4.5006237,6.648905,UIUX 기획 / 서비스 기획
-5.9240193,7.243696,삼성SDS 웹플랫폼 UIUX 기획
-2.3489633,10.626431,기업 브랜드 매니저 (corporate public relations)
-0.67424387,7.219804,프로젝트매니저
-8.235679,8.340286,3D 캐릭터 애니메이터
3.4748075,-1.473948,3D 웹개발자
-3.0424676,10.606143,Virtual Fashion MD
-3.6781445,7.3453794,웹서비스 기획자
1.8980513,0.92209846,시니어 웹개발자
1.2491224,2.6877937,블록체인 서비스 개발자
0.05394432,8.065835,Business Development
-1.8062927,7.82411,서비스 개발 PM
0.7737206,3.1206875,안드로이드 개발 엔지니어
-0.7980014,3.0237617,백엔드 엔지니어
0.097927324,3.3756897,iOS 개발 엔지니어
-5.3838925,4.4315505,프로덕트 디자이너
-1.2847933,5.795252,"Experience Designer, Product"
-1.7707975,2.3950999,"[Coupang] Sr. Manager, Back-end Engineering (WLP/ Data Platform)"
6.999842,3.5101273,"Senior Business Analyst(Rocket on Demand, 제트배송)"
-0.57450897,11.733464,건강식품 Category Manager
-5.859682,11.33342,[에어클래스 스튜디오] 콘텐츠 제작 매니저
-2.8983326,11.092689,홍보 매니저 (신입)
3.3529997,7.34724,[CRM] Recruiting Manager / Talent Acquisition
-1.2648959,8.923414,[글로벌디지털마케팅] 글로벌 웹사이트 운영 PMO
1.040616,-2.0815887,웹 프론트엔드 개발자
-2.9695635,11.428987,콘텐츠 마케터
-2.648652,11.771934,콘텐츠 마케터
-3.9938436,10.929723,콘텐츠 마케터
-2.8957644,10.661297,콘텐츠 마케터
-1.3489735,7.328244,서비스 기획자
-3.5990674,7.2406836,서비스 기획자
-3.8517184,4.748627,서비스 기획자
-2.1283092,5.273138,서비스 기획자
-3.0671427,6.684727,서비스 기획자
-4.657844,7.624843,UX/UI 디자이너
-5.4672008,4.7615366,UX/UI 디자이너
-2.7151246,5.5208898,Project Manager (PM)
-4.8540916,5.964986,프로덕트 디자이너 팀장 (Product designer Lead)
-0.6046285,-0.83807445,백엔드개발
0.47651598,-2.3586688,"프론트엔드, 백엔드"
-7.357806,7.6320653,Mobile App UI/UX 디자이너
-5.051398,7.138788,UX Writer
1.9171805,6.3395143,기술지원 담당자
-0.14786877,8.778146,CS 매니저
5.328068,7.8469996,인사총무팀 Leader (팀장)
3.2530012,1.7280877,iOS 앱 개발자
4.011966,6.4674644,[해치랩스] 채용 코디네이터 (Recruiting Coordinator)
-1.5988017,12.26523,IMC마케터
0.61484,6.21611,Site Engineering Operator (주니어)
-2.4920058,8.928202,Customer Success Manager (고객 성공 매니저)
-2.3270679,7.269535,[인텔리전스랩스] Technical Writer
-0.9025111,9.993602,제휴/프로모션 마케터
-3.16832,2.4625018,[경영지원] 전산담당자
-3.9358945,6.8547263,UX Writer / Senior Content Strategist (Coupang Eats)
-0.3273986,3.8810158,Data Engineer(3년 이상)
5.343308,6.0961413,[채널톡] Recruiter
-2.80432,5.5318003,PM(Product Manager) - 서비스 기획자
1.4751059,3.7819324,"머신러닝(딥러닝, 알고리즘 분야) 개발자"
-0.13674891,10.157383,"브랜드 MD, AMD"
-3.271331,11.472814,마케팅 기획(AE) 과장급
-2.2878678,6.539239,서비스 기획 직무 (5년 이상)
-2.9261205,9.532745,남성의류 디자이너 - 팀장
-5.294018,7.0057387,ICT팀 웹 디자이너 (web designer)
-0.4579378,0.32653144,서버 프로그래머
0.6918763,12.314342,온라인 커머스 운영담당자
1.3956476,10.690445,생산관리 매니저
-0.55399084,3.628173,Front-end Developer (2년 차 이상)
-3.4703517,6.314272,앱 기획자
0.33266735,9.691261,프랜차이즈팀 임원
1.7737882,4.4055505,Computer Vision & Image Processing Applied Scientist
-5.8080206,8.751336,UI/UX 디자이너 (아웃도어 플랫폼)
1.4725946,9.170332,영업직
-2.3598971,7.694174,B2B CS Manager
-0.62459916,3.4448,테크 리드 (Tech Lead)
0.6880627,1.3182278,POS/KIOSK 개발
0.70016736,9.225174,프랜차이즈팀 임원
2.1172385,1.261184,React Native 프론트엔드 앱 개발자
-3.1565647,6.719617,Product Manager/서비스 기획
-2.7072175,11.705218,브랜드 마케터
-5.99564,6.8586054,"프로덕트 디자이너 (Product Designer, UI/UX)"
0.31294462,9.666842,프랜차이즈팀 임원
-0.34092852,8.102962,신규 헬스케어 사업 PM
3.417297,10.350249,Finance
0.05546419,4.17419,데이터처리 플랫폼 개발
3.8619456,4.2178507,Software Engineer
-1.5332115,5.6072984,기간계시스템 구조 개선 및 운영 (상품 Product)
-1.9813895,7.3964195,금융서비스 플랫폼 (앱/웹) 기획자
3.0265303,10.632162,PG 정산 담당
1.8452655,1.6275373,iOS개발자
-2.7523477,13.305447,디지털 마케팅
0.5033375,0.41087142,[중급-자바개발자] 미디어플랫폼 개발 유지보수
-5.947604,8.192373,전사 디자이너
-2.2445028,8.487953,[미니창고 다락] 서비스 운영 매니저
1.0343533,2.8375862,프론트엔드 엔지니어 (Frontend Engineer)
3.3221343,8.828179,경영지원팀-팀장급
-4.8503914,1.3312353,보안 전문가 (Security Expert)
0.3197889,0.52739525,에너지 분야 플랫폼 백엔드 개발자
-0.6188132,11.137825,[디어달리아] 대만 온라인몰 운영자
1.5111063,0.99388,[카카오헤어샵] 백엔드 개발자 (신입-주니어급)
4.527795,7.3320293,[위메프] 인사팀장
-0.7090818,6.5667615,정부과제 및 SI 사업 팀원/팀장
0.49977836,8.783966,사업개발 (3년 이상)
-6.2526402,10.239964,모션그래픽 디자이너
-5.820258,2.363403,개인정보보호 담당자 (5년 이상)
-4.864386,9.898908,컨텐츠 디자이너
3.6950738,0.9734347,[Mobile] 안드로이드 개발자 (Android)
-2.732617,1.352085,k8s기반 DevOps 엔지니어/개발자
-3.6232975,4.0072784,QA Manager
-5.159054,10.845882,퍼포먼스 광고 디자인
3.952409,4.77325,전기전자 엔지니어 (H/W 엔지니어)
-5.2491307,11.879738,SNS 영상 편집 / 채널 운용 담당
0.10606863,0.30198464,"JAVA, 백엔드 개발,  IOT, 네트워크, DBA"
3.642683,7.4649734,AML 기획/운영
-6.266864,6.176903,UI  /  UX 디자이너
-0.98480177,7.323107,ProductOwner(PO)
-6.324153,9.17858,Contents Designer
-1.3144143,5.8068314,서비스기획
-5.849823,6.2986627,"제품디자이너 (3~5년 이상, 대리급)"
-4.4194794,5.0822453,Product(UX/UI) Designer
-0.10159319,9.517336,온라인 콘텐츠 기획
0.2140339,4.9344335,데이터 분석/시각화(3년 이상)
-3.56148,11.662589,콘텐츠 마케터 (그룹커뮤니케이션실)
2.0558019,-0.25435007,증권플러스 서비스 프론트엔드(Frontend) 엔지니어
-1.6226205,9.785258,배달의민족 프로모션 마케터(기간제 23개월)
-0.6706785,5.650985,시니어 머신러닝 엔지니어
3.9932742,10.045491,재무회계 Lead
-5.715193,6.0993347,UI/UX 디자이너(3년↑)
-2.0205915,8.233668,전략기획
0.60407156,0.36404565,웹플랫폼 개발
-2.683457,7.099575,프로덕트 매니저(PM)
-0.6671634,0.489001,개발자(Frontend & javascript Developer)
-1.6945589,11.054729,SaaS  마케팅 리더
1.0835576,11.580641,유통사 영업
-0.21848843,3.2945056,Senior MLOps Engineer (Seoul)
1.9228482,3.3330956,영상/음성 엔지니어 (신입)
1.3120027,0.58422834,"[미래에셋증권] 프론트엔드, 백엔드 개발자"
-2.183716,8.863207,Global Content Manager (Indonesia)
-2.4031258,6.277069,Product Owner
-0.5120489,11.488451,화장품 신제품 기획자
2.2333298,-2.4057133,웹 / 모바일 퍼블리싱
4.139176,6.768588,인사팀 관리직 채용담당자(리크루터)
-1.7929032,5.625892,Product Owner
-3.1663182,9.388588,운영(앱/웹) 계약직 2년
-4.071839,12.353551,"통합 마케팅 기획/마케터, AE (신입/~10년)"
-1.8309418,4.9145217,[고퀄] 재고 및 해외 구매 담당자
-1.8558978,10.6310425,[마켓컬리] 브랜드 전략 기획 담당자
-3.0263364,1.7966431,[삼쩜삼] 클라우드 엔지니어
-2.6995695,2.940838,SRE(Site Reliability Engineering) Engineer
-3.1365697,2.223643,회사 기술업무 총괄
7.865158,3.7411776,Marketing Executive (Assistant)
-0.93347013,8.230202,Tech Contents Manager
-0.7937705,2.006987,IDS Front-end Web 개발자
3.743383,-2.3081186,웹/앱 퍼블리셔
5.430514,10.288323,스타트업 회계실무자 (시니어)
-1.132814,4.3825364,[챌린저스] 챌스토어 마케터
1.7833414,7.1034594,[Y-Core B&S] Interpreter
2.0057836,4.445295,AI Engineer
3.2482154,1.8852688,Android 개발자
-0.83318,2.8912086,[NHN PAYCO] 빅데이터 엔지니어링
-1.7232542,9.982829,총괄 마케터
4.094809,1.387775,"앱 개발자(크로스플랫폼 : Flutter, React-Nativie)"
-4.919687,7.6474705,웹 디자이너
-3.8904848,6.7520614,기획자
-2.266237,13.922899,마케터
-2.557917,8.093668,운영매니저
-3.2533338,7.7148685,CS/CX매니저[고객만족/고객경험 매니저]
-0.4932753,8.379794,전략기획
1.0514499,2.837083,React Native 앱 개발자
2.9510202,0.7182893,iOS Engineer
2.7223656,6.3695254,(국책)정부과제 사무보조
-0.034142386,7.5400405,Business Development Lead(사업개발)
0.6124399,3.570676,블록체인 기술PM
2.4320533,0.5123293,[폴라리스쉐어테크] 블록체인 Front-end 개발 (3년 이상)
0.3231593,5.4336667,Data Scientist
-2.9814894,6.242873,[네오플라이] 블록체인 UI/UX 디자이너
-1.403966,7.3795576,[네오위즈] CEO Staff & corperate development
3.3083143,9.39403,[네오위즈] 연결회계 및 해외자회사 회계 담당자
-6.188483,8.209492,"글로벌 교육자료/콘텐츠 제작, UXUI 업무"
-5.528618,7.1789722,글로벌 사이트 UXUI 운영 프로젝트
-4.3629727,1.1182885,사내 시스템 운영 및 인프라 관리
5.3789177,10.699335,재무회계_시니어급
4.9544463,9.856368,"재무(회계결산, 외부감사, 내부회계관리제도, 세무, 연결결산, 손익관리)"
3.3933697,9.5799265,"인사총무(경영관리, 경영지원)"
1.8368161,-2.2886367,FrontEnd developer
4.7659893,6.660193,Recruit Specialist
-2.808926,11.172986,키워드광고
4.6103244,4.725271,로보틱스팀 _ H/W 개발자
2.5037081,1.5643239,로보틱스_S/W 개발자
4.2804832,4.8783393,로보틱스팀_기구 설계 개발자
-1.1857655,0.813909,PM/Backend 개발리더
2.4279635,-0.31102365,Front 개발자
0.46602312,10.065109,해외 영업 담당자(대리~과장급)
0.19110768,10.133428,해외 사업 개발 및 해외 영업 담당자(차~부장급)
-0.23855625,7.61244,[서울] 병원경영 강사/컨설턴트
-0.27842832,7.8602037,[대구] 병원경영 강사/컨설턴트
3.004269,2.5366726,Android/iOS 모바일 앱 개발 및 유지보수
1.4587076,3.5031724,모바일 앱 유지보수 및 품질관리(QC/QA)
0.59332865,7.250122,BA(Business Analyst)
-0.67869675,0.05846521,Back-End Engineer
-0.8223301,7.5732,영업본부 영업전략 담당자
1.4972374,9.766551,풀필먼트 물류시스템 기획/운영 담당자
-2.551806,14.157551,[위매치] 퍼포먼스 마케터
-1.3948033,12.973703,시니어 브랜드마케터
-1.3105718,2.5142834,백엔드 개발
-0.71139324,8.6542425,글로벌 전략 TF
-0.46870008,7.878835,경영기획팀
-1.554067,1.7952278,Develop PM (개발 PM)
-2.9840925,6.442126,Design PM (기획 PM)
1.3411853,8.861663,[생산본부] 화성 생산관리자
1.715954,8.577389,[생산본부] 천안 생산관리자
-3.3329248,10.26533,제품 디자이너
0.4283913,12.691806,온라인MD
0.9567539,-2.6390376,웹 풀스택 개발자 팀장 / 과장급
-4.0425234,9.291332,브랜드 디자이너 (BI/BX)
-1.8943113,9.03231,게임 일어 Language Specialist 신입
-1.3746396,8.851615,게임 영어 Language Specialist 신입
-1.4507121,8.841416,게임 중국어 번체 Language Specialist 신입
1.3507019,-1.7085202,프론트엔드 주니어 개발자
-3.1893888,8.968063,마케팅 콘텐츠 디자이너
-0.04515293,12.288924,MD
1.4547652,11.854063,주방용품 영업 및 마케팅
-6.0334387,7.534828,웹 디자이너 (UI/UX)
-5.8567533,9.077703,그래픽 웹 디자이너 (6년차 이상)
4.7077584,6.26688,그룹인사실_채용매니저
-0.3204834,6.743808,체크인솔루션사업부문_Account/시스템 관리
-3.1714988,6.045665,서비스 기획자(실무)
-4.4418964,7.6567674,Product UI Designer
2.35221,-0.34347954,React-Native 개발자
-3.5769324,4.715574,UI 디자이너(프로덕트 디자이너)
-1.8219291,8.778793,세일즈 매니저
1.480118,5.872779,IT 인프라 기획 및 운영 담당자
1.7410864,7.175844,IT Project Manager
-2.5081885,0.80608004,서버개발자(벡앤드)
2.3318424,6.9673676,임상관리자(책임급)
3.510961,5.526866,하드웨어 시스템 개발 엔지니어
0.6836928,0.45032385,Android 개발자
4.389133,10.797301,회계 담당자
0.29904354,9.609861,모버스팀 부동산 영업지원 매니저
-3.4183557,8.499847,공간 디자이너
0.32288522,8.692803,건축설계 담당자
-3.153139,8.058878,C&D 인테리어 설계 담당자
-1.623179,7.311332,신사업 사업개발 매니저(모버스)
-3.6607234,0.559528,네트워크/시스템 엔지니어
-1.2403024,8.349618,C&D Construction Manager
-1.4705825,9.279119,Inside Sales Representative
-2.7190075,0.7456194,그룹웨어 영업 담당자
-1.9676067,13.793199,파이브스팟 퍼포먼스마케터
-1.295634,4.6835585,플랫폼비즈니스 신사업 사업개발 매니저
-2.338472,1.9186107,신사업 사업개발 매니저(파이브클라우드)
-0.959891,0.20179991,주니어 백엔드 개발자(Python)
-0.79732186,9.491635,B2B CRM 담당자
-4.193779,1.0133215,네트워크/시스템 영업 매니저
-0.69211376,11.309366,디자이너브랜드팀 브랜드 패션MD 팀장
-0.80824137,11.615933,스트릿·스포츠 브랜드 MD 팀장
-1.1203797,11.356846,뷰티MD (2년이상)
-0.22132261,10.556639,라이프 AMD
-0.3663766,10.026177,운영관리 매니저
1.5243809,8.554542,투자개발실 리더 (실장)
-1.7137291,5.9930487,데이터 분석가 (Product Data Analyst)
3.7555487,9.546061,자금파트 파트장 (Treasury)
-0.8899028,10.509876,온라인 패션MD (2년 이상)
-0.80591255,10.732793,뷰티팀 리드 (팀장)
1.6220857,3.029632,iOS 엔지니어
4.0927978,10.503073,재무회계 담당자 (Financial Accounting)
-0.90231365,9.544195,신사업팀 오프라인 서비스 업체 제휴 매니저
-4.7565107,7.4077315,UX Writer
-4.010702,6.6128483,UX Researcher
4.8608527,5.9695163,Tech Recruiter
1.7408624,4.3274913,AI Researcher / Engineer
-2.3837793,1.4036698,Dev Ops 엔지니어
-1.6497767,1.4656986,Python 백엔드 개발자
-1.4145148,8.207038,B2B Sales Manager
1.2613946,-1.1439544,React Engineer 프론트엔드 엔지니어
-1.1287142,-0.6054348,[엔터R&D그룹] Back-end 개발자
1.3862858,-2.051213,[엔터R&D그룹] Front-end 개발자
-2.9892464,5.748101,[엔터R&D 솔루션기획팀] 티켓서비스 기획자(PO)
-1.1547899,-1.344848,[엔터R&D그룹] SaaS 솔루션 Sr. Back-end 개발자
-3.4966671,0.58755517,[공통플랫폼그룹] System Engineer
1.6999466,-0.89304024,개발본부 AMS팀 프론트엔드 개발자(Front-end Developer)
4.082117,4.777116,청소로봇 HW엔지니어
3.602862,3.7389228,청소로봇 제어엔지니어
3.7437854,4.6083603,개발본부 AMS팀 기구엔지니어
2.1028292,4.3875957,청소로봇팀 AI엔지니어
1.0556424,2.4307714,청소로봇팀 APP 엔지니어
3.3638585,3.8611636,개발본부 AMS팀 SW엔지니어
4.1723275,3.9829478,개발본부 AMS팀 제어엔지니어
0.5556542,10.854036,명품감정사
-0.4750712,-1.1650699,플랫폼 개발자
